size,cp,description,floor,price,addr_approx,pics,contact,lift,rooms,publicdistance,latitude,longitude,int_ext,deposit,orientation
 75 m² construidos ,48012, "- Superficie 75 m², Planta 1ª exterior , 850 eur/mes - ,Irala| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 013 , Con ascensor , 2 habitaciones ,?,43.2540551,-2.9369531,
 206 m² construidos ,, "- superficie 206 m², Planta 4ª exterior , 2.200 eur/mes - ,Zona Indautxu| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 013 , Con ascensor , 5 habitaciones ,?,43.2604059,-2.9400718,
 220 m² construidos ,, "- Superficie 220 m², Planta 3ª exterior , 2.000 eur/mes - ,Sabino Arana-Jesuitas| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 561 , Con ascensor , 5 habitaciones ,?,43.2630126,-2.9349852,
 90 m² construidos ,, "Vivienda de alquiler situada en la zona llana de Campo Volantin. 3 dormitorios| salón-comedor| cocina equipada y 2 baños. Vivienda exterior con ascensor." , Planta 3ª exterior , 900 eur/mes - ,Campo Volantín-Castaños| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 257 , Con ascensor , 3 habitaciones ,?,,exterior, 900 eur/mes - ,,
 165 m² construidos| 150 m² útiles ,, "FINCAS DEL HOYO !!!!!!!!!!!!!!!!!!!!!!!!alquila piso en Plaza Jado| en casa de construcción reciente| todo exterior| amueblado de lujo con 3 habitaciones la principal con vestidor y baño| cocina con un comedor de diario independiente| y todo nuevo." , Planta 4ª exterior , 2.200 eur/mes - ,Ensanche-Moyua| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 014 , Con ascensor , 3 habitaciones ,?,43.2630126,-2.9349852,
 87 m² construidos ,, "Bonito piso de 87 m2 en La Plaza de Euskadi| todo nuevo| exterior| amplio salón soleado| hall con armario| 2 habitaciones| 2 baños completos| cocina equipada| agua y calefacción central|  ascensor| garaje directo. " , Planta 1ª exterior , 1.500 eur/mes - ,Abandoibarra-Guggenheim| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Con ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 88 m² construidos| 80 m² útiles ,48001, "VIVIENDA EN ISOZAKI| 80 M2| SALÓN| 2 HABITACIONES| 2 BAÑOS| COCINA EQUIPADA| CALEFACCIÓN BOMBA CALOR| ASCENSOR Y GARAJE DIRECTO. LA VIVIENDA SE ALQUILA AMUEBLADA." , Planta 5ª exterior , 1.500 eur/mes - ,Albia| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Con ascensor , 2 habitaciones ,?,43.262958,-2.9284565,
 90 m² construidos| 80 m² útiles ,, "BONITA VIVIENDA  EN PLAZA DE EUSKADI| INMEJORABLE SITUACIÓN| 80 M2 ÚTILES APROX. DISTRIBUIDOS  EN SALÓN| 2 HABITACIONES| COCINA EQUIPADA| 2 BAÑOS| CALEFACCIÓN DE GAS INDIVIDUAL.| ASCENSOR| GARAJE Y TRASTERO" , Planta 6ª exterior , 1.750 eur/mes - ,Abandoibarra-Guggenheim| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Sin ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 153 m² construidos| 140 m² útiles ,, "IMPECABLE VIVIENDA EN GRAN VÍA| EXTERIOR| MUY SOLEADO|CON GRANDES VENTANALES  AL PARQUE| AMPLIOS ESPACIOS| DOS PUERTAS DE ENTRADA 140 M2 APROX DISTRIBUIDOS EN AMPLIO SALÓN-COMEDOR| 3 HABITACIONES ( HABITACIÓN PRINCIPAL CON VESTIDOR Y BAÑO)| OTRO BAÑO MÁS Y ASEO| COCINA OFFICE EQUIPADA| ASCENSOR|  PORTERO FÍSICO" , Planta 1ª exterior , 1.800 eur/mes - ,Abandoibarra-Guggenheim| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Con ascensor , 3 habitaciones ,?,43.2630126,-2.9349852,
 115 m² construidos| 100 m² útiles ,, "Sarriko. 115 m2. SOLO ESTUDIANTES CURSO 2013/2014. Junto al metro. Salón comedor. 4 habitaciones. Cocina equipada. 2 Baños. 2 Terrazas. Calefacción central. Ascensor. Amueblado. Incluido en el precio la comunidad| calefacción y agua caliente." , Planta 1ª exterior , 1.000 eur/mes - ,La Ribera-Ibarrekolanda| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 238 , Con ascensor , 4 habitaciones ,?,43.2864067,-2.9960388,
 85 m² construidos ,48014, "Estudiantes| junto al metro| exterior| 3 habitaciones| baño| cocina con balcón| salón" , Planta 3ª exterior , 800 eur/mes - ,San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 231 , Con ascensor , 3 habitaciones ,?,43.2718846,-2.9450166,
 90 m² construidos ,48014, "Exterior| 3 Habitaciones| salon| cocina comedor amplia| baño| calefaccion de gas natural" , Planta 4ª exterior , 850 eur/mes - ,San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 231 , Con ascensor , 3 habitaciones ,?,43.2718846,-2.9450166,
 80 m² construidos ,48014, "3 Habitaciones| baño| cocina equipada y salon" , Planta 4ª exterior , 875 eur/mes - ,San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 231 , Con ascensor , 3 habitaciones ,?,43.2718846,-2.9450166,
 60 m² construidos ,48014, "Apartamento proximo al puente de deusto| 1 hab| salon comedor| cocina y baño| calefaccion central y garaje incluidos en el precio|" , Planta 6ª exterior , 675 eur/mes - ,San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 231 , Con ascensor ,,?,43.2718846,-2.9450166,
 95 m² construidos| 90 m² útiles ,, "Alquiler piso en san ignacio a estudiantes curso 2016/2017| nuevo| amueblado| electrodomésticos| cerca facultad de sarriko| al lado metro y parada bus universidad| cerca del polideportivo. exterior| última planta. 5ª Planta. Ascensor. Amueblado. Calefacción. CE: G" , Planta 5ª exterior , 850 eur/mes - ,San Ignacio| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 682 361 , Con ascensor , 3 habitaciones ,?,43.2827375,-2.9638083,
 140 m² construidos| 130 m² útiles ,39300, "Piso muy céntrico sin amueblar| conserje| calefaccion central y ascensor de servicio. 3ª Planta. Ascensor. 4 habitaciones y 2 baños balcon 130 m2." , Planta 3ª exterior , 1.350 eur/mes - ,Campuzano| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 682 361 , Con ascensor , 4 habitaciones ,?,43.3418599,-4.034507,
 60 m² construidos ,, "Vivienda de alquiler en la zona de Tiboli. 2 dormitorios| sala| cocina equipada y 1 baño. Calefacción ind. gas. Exterior. Ascensor." , Planta 2ª exterior , 700 eur/mes - ,Campo Volantín-Castaños| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 257 , Con ascensor , 2 habitaciones ,?,,exterior, 700 eur/mes - ,,
 75 m² construidos ,48014, "PISO EXCLUSIVO PARA ESTUDIANTES" , Planta 1ª exterior , 1.050 eur/mes - ,San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 217 , Con ascensor , 3 habitaciones ,?,43.2718846,-2.9450166,
 90 m² construidos| 80 m² útiles ,48014, "Piso completamente equipado situado en buena zona de deusto| rodeado de todos los servicios y medios de transporte." , Planta 1ª , 950 eur/mes - ,San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 3 habitaciones ,?,43.2718846,-2.9450166,
 150 m² construidos| 145 m² útiles ,48014, "se alquila piso para estudiantes en deusto| vivienda de 150 metros| con 6 dormitorios| 2 baños| salón| cocina| exterior cercano a todo tipo de servicios y medios de transporte| cercano a universidades y autobús de la u.p.v." , Planta 2ª , 1.800 eur/mes - ,San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 6 habitaciones ,?,43.2718846,-2.9450166,
 75 m² construidos| 70 m² útiles ,, "Se alquila piso para estudiantes en el Casco Viejo| en la zona de Iturribide. Amplio piso dividido en 3 habitaciones| un cuarto de baño| salón y cocina. Luminoso. Completamente amueblado y listo para entrar en él." , Planta 5ª , 800 eur/mes - ,Solokoetxe| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 3 habitaciones ,?,43.2567047,-2.9194681,
 95 m² construidos| 90 m² útiles ,, "Precioso ático junto a la catedral con terraza y con vistas al claustro de la catedral y a los montes que rodean Bilbao. Disponible a primeros de agosto" , Planta 5ª exterior , 1.150 eur/mes - ,Casco Viejo| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Sin ascensor , 2 habitaciones ,?,43.2620922,-2.9213408,
 75 m² construidos| 65 m² útiles ,, "FINCAS DEL HOYO !!!!!!!!!!!!!!!!!!!!!!!alquila piso en Recalde en el centro| piso alto de hormigón| exterior ascensor| terraza 2 habitaciones salón cocina y baño| todo amueblado." , Planta 7ª exterior , 650 eur/mes - ,Rekalde Centro| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 014 , Con ascensor , 2 habitaciones ,?,43.2383403,-2.9525632,
 98 m² construidos| 90 m² útiles ,, "PISO EN BEGOÑA| AMUEBLADO| EXTERIOR TOTAL| 90 M2 ÚTILES| SALÓN AMPLIO| 3 HABITACIONES| BAÑO| COCINA EQUIPADA| TERRAZA EN COCINA| ASCENSOR." , Planta 3ª exterior , 1.000 eur/mes - ,Zurbarán| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Sin ascensor , 3 habitaciones ,?,43.2646982,-2.9138505,
 81 m² construidos ,, "Se alquila magnifico piso en el centro de Bilbao| en la plaza Campuzano. La vivienda tiene una superficie de 81 m2. Dispone de gran salon-comedor| 1 habitacion| 1 baño| cocina| y trastero. Existe la posibilidad de acomodarlo para tener 2 habitaciones. En el precio viene incluido la factura de calefaccion. Vivienda sin amueblar." , Planta 1ª interior , 850 eur/mes - ,gregorio de la revilla| Campuzano| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 159 , Con ascensor ,,?,43.2630126,-2.9349852,
 115 m² construidos ,, "PISO CON ASCENSOR DE 4 HABITACIONES JUNTO A LA BASILICA DE BEGOÑA| SALON| COCINA Y 2 BAÑOS COMPLETOS. GASTOS DE CALEFACCION Y AGUA CALIENTE NO INCLUIDOS. SOLO PARA PERSONAS CON DEMOSTRADA SOLVENCIA ECONOMICA MEDIANTE NOMINAS Y CONTRATO." , Planta 5ª exterior , 950 eur/mes - ,Zurbarán| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 179 , Con ascensor , 4 habitaciones ,?,43.2646982,-2.9138505,
 81 m² construidos| 79 m² útiles ,, "Piso 81m² distribuidos en 2 habitaciones| 1 baño| salón-comedor y cocina. Está situado en un entorno altamente consolidado y cuenta con excelentes comunicaciones mediante transporte público." , Planta 4ª exterior , 1.405 eur/mes - ,San Francisco| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Sin ascensor , 2 habitaciones ,?,43.256482,-2.928208,
 60 m² construidos| 58 m² útiles ,, "Piso a 1minuto del Ayuntamiento| con garaje y trastero incluidos en el precio. , Planta 4ª exterior , 890 eur/mes - ,Campo Volantín-Castaños| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 082 , Con ascensor ,,?,,exterior, 890 eur/mes - ,,
 170 m² construidos ,, "Piso en alquiler| para oficinas| despachos...| Dispone de una superficie de 170 m²| salón| 4 habitaciones| cocina| 2 baños| calefacción y a/c | con ascensor| exterior." , Planta 1ª exterior , 1.500 eur/mes - ,Ensanche-Moyua| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 561 , Con ascensor , 4 habitaciones ,?,43.2630126,-2.9349852,
 90 m² construidos| 85 m² útiles ,, "FINCAS DEL HOYO !!!!!!!!!!!!!!!!!!!!!!!alquila piso en Begoña amueblado con 2 habitaciones salón cocina y baño| la casa tiene ascensor y agua caliente y calefacción central." , Planta 6ª exterior , 850 eur/mes - ,Zurbarán| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 014 , Con ascensor , 2 habitaciones ,?,43.2646982,-2.9138505,
 100 m² construidos| 99 m² útiles ,, "ESTUDIANTES| BONITO PISO EN ZONA DE SAN MAMES| LA VIVIENDA SE DISTRIBUYE EN HALL| COCINA COMPLETAMENTE EQUIPADA| CUATRO DORMITORIOS| BAÑO COMPLETO Y ASEO| CALEFACCIÓN CENTRAL INCLUIDA EN EL PRECIO| AMUEBLADO| ASCENSOR. MUY CERCA DE TERMIBUS| METRO Y INGENIEROS." , Planta 1ª exterior , 1.200 eur/mes - ,sabino arana| Basurtu| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 943 062 , Con ascensor , 4 habitaciones ,?,43.2601493,-2.9500647,
 90 m² construidos| 80 m² útiles ,, "San Ignacio.- 80 m2. ESTUDIANTES CURSO 2016/2017. Junto al metro. Alto. Exterior. Salón. 3 habitaciones. Cocina equipada. 2 baños. Calefacción. Ascensor. Amueblado." , Planta 5ª exterior , 850 eur/mes - ,San Ignacio| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 238 , Con ascensor , 3 habitaciones ,?,43.2827375,-2.9638083,
